"gene_tissue","gene_Symbol","tissue","1_Chow","1_HF","2_Chow","2_HF","3_Chow","3_HF","4_Chow","4_HF","5_Chow","5_HF"
"SLC25A51_SMALL","SLC25A51","SMALL",0,1,0,2,2,3,0,1,2,2
"SLC25A51_SPLEEN","SLC25A51","SPLEEN",1,3,0,12,1,1,1,1,2,2
"SLC25A51_WAT","SLC25A51","WAT",0,1,0,6,3,4,0,1,5,7
"SLC25A6_HEART","SLC25A6","HEART",16,14,7,20,1,44,8,14,4,1
"SLC25A6_KIDNEY-CORTEX","SLC25A6","KIDNEY-CORTEX",3,47,9,28,21,15,6,64,9,17
"SLC25A6_KIDNEY-MED","SLC25A6","KIDNEY-MED",3,1,8,9,NA,23,6,3,1,57
"SLC25A6_LARGE","SLC25A6","LARGE",6,16,7,1,1,27,3,6,3,1
"SLC25A6_LIVER","SLC25A6","LIVER",171,11,395,10,36,5,51,25,1,29
"SLC25A6_LUNG","SLC25A6","LUNG",11,48,4,4,8,41,3,12,8,7
"SLC25A6_MUSCLE","SLC25A6","MUSCLE",9,27,1,17,3,13,11,31,8,17
"SLC25A6_SKIN","SLC25A6","SKIN",10,10,16,13,5,30,10,21,11,17
"SLC25A6_SMALL","SLC25A6","SMALL",4,3,2,7,6,8,3,6,4,9
"SLC25A6_SPLEEN","SLC25A6","SPLEEN",5,11,16,70,1,8,18,1,5,11
"SLC25A6_WAT","SLC25A6","WAT",11,1,14,53,16,21,3,1,17,20
"SLC26A1_HEART","SLC26A1","HEART",1,3,1,3,1,9,1,2,1,1
"SLC26A1_KIDNEY-CORTEX","SLC26A1","KIDNEY-CORTEX",1,14,2,6,6,4,2,7,2,4
"SLC26A1_KIDNEY-MED","SLC26A1","KIDNEY-MED",1,1,1,3,NA,2,1,1,1,23
"SLC26A1_LARGE","SLC26A1","LARGE",1,3,1,1,1,8,1,4,2,1
"SLC26A1_LIVER","SLC26A1","LIVER",0,3,0,1,8,3,1,2,1,4
"SLC26A1_LUNG","SLC26A1","LUNG",0,13,1,2,2,4,1,2,2,1
"SLC26A1_MUSCLE","SLC26A1","MUSCLE",0,7,1,2,1,3,2,15,2,8
"SLC26A1_SKIN","SLC26A1","SKIN",0,2,1,4,2,14,1,4,2,2
"SLC26A1_SMALL","SLC26A1","SMALL",0,2,0,1,4,2,1,2,2,4
"SLC26A1_SPLEEN","SLC26A1","SPLEEN",1,3,0,9,1,1,2,1,2,2
"SLC26A1_WAT","SLC26A1","WAT",0,1,0,17,5,2,0,1,3,4
"SLC26A11_HEART","SLC26A11","HEART",1,3,0,3,1,3,1,2,1,1
"SLC26A11_KIDNEY-CORTEX","SLC26A11","KIDNEY-CORTEX",1,7,1,4,5,2,2,4,1,3
"SLC26A11_KIDNEY-MED","SLC26A11","KIDNEY-MED",1,1,1,1,NA,2,1,1,1,12
"SLC26A11_LARGE","SLC26A11","LARGE",1,2,1,1,1,5,1,1,1,1
"SLC26A11_LIVER","SLC26A11","LIVER",0,1,0,2,2,1,2,2,1,2
"SLC26A11_LUNG","SLC26A11","LUNG",0,9,1,1,1,4,0,2,1,1
"SLC26A11_MUSCLE","SLC26A11","MUSCLE",0,2,1,3,0,3,1,8,2,2
"SLC26A11_SKIN","SLC26A11","SKIN",0,1,1,3,1,6,1,1,2,1
"SLC26A11_SMALL","SLC26A11","SMALL",0,1,0,1,2,1,1,2,1,2
"SLC26A11_SPLEEN","SLC26A11","SPLEEN",1,2,0,9,1,1,2,1,1,2
"SLC26A11_WAT","SLC26A11","WAT",0,1,0,10,4,2,0,1,3,2
"SLC26A2_HEART","SLC26A2","HEART",4,8,2,9,1,16,2,7,1,1
"SLC26A2_KIDNEY-CORTEX","SLC26A2","KIDNEY-CORTEX",1,6,3,16,6,5,5,49,3,8
"SLC26A2_KIDNEY-MED","SLC26A2","KIDNEY-MED",1,1,4,3,NA,15,2,2,1,7
"SLC26A2_LARGE","SLC26A2","LARGE",3,8,4,1,1,4,2,0,1,1
"SLC26A2_LIVER","SLC26A2","LIVER",7,3,11,4,1,1,15,6,1,6
"SLC26A2_LUNG","SLC26A2","LUNG",5,7,1,0,3,27,2,5,3,4
"SLC26A2_MUSCLE","SLC26A2","MUSCLE",3,11,1,7,1,6,4,6,4,3
"SLC26A2_SKIN","SLC26A2","SKIN",5,10,6,6,2,7,4,8,3,9
"SLC26A2_SMALL","SLC26A2","SMALL",2,1,1,4,2,3,1,4,2,3
"SLC26A2_SPLEEN","SLC26A2","SPLEEN",2,5,6,43,1,4,5,1,2,4
"SLC26A2_WAT","SLC26A2","WAT",6,1,7,11,4,7,1,1,12,4
"SLC26A3_HEART","SLC26A3","HEART",0,1,0,1,1,0,0,11,0,1
"SLC26A3_KIDNEY-CORTEX","SLC26A3","KIDNEY-CORTEX",0,0,0,5,0,1,0,71,1,1
"SLC26A3_KIDNEY-MED","SLC26A3","KIDNEY-MED",0,1,1,1,NA,34,1,1,1,0
"SLC26A3_LARGE","SLC26A3","LARGE",1,14,1,1,1,1,0,1,1,1
"SLC26A3_LIVER","SLC26A3","LIVER",0,1,0,1,0,1,11,10,1,1
"SLC26A3_LUNG","SLC26A3","LUNG",0,0,1,1,0,47,0,1,1,3
"SLC26A3_MUSCLE","SLC26A3","MUSCLE",0,1,1,8,0,1,0,0,1,1
"SLC26A3_SKIN","SLC26A3","SKIN",0,17,0,1,1,1,1,1,1,7
"SLC26A3_SMALL","SLC26A3","SMALL",0,1,0,6,0,1,0,1,2,1
"SLC26A3_SPLEEN","SLC26A3","SPLEEN",0,4,0,64,1,2,0,1,1,1
"SLC26A3_WAT","SLC26A3","WAT",0,1,0,1,0,10,0,1,17,1
"SLC26A6_HEART","SLC26A6","HEART",1,2,1,2,1,6,0,5,0,1
"SLC26A6_KIDNEY-CORTEX","SLC26A6","KIDNEY-CORTEX",1,5,1,3,4,2,1,2,1,2
"SLC26A6_KIDNEY-MED","SLC26A6","KIDNEY-MED",1,1,1,1,NA,1,1,2,1,7
"SLC26A6_LARGE","SLC26A6","LARGE",1,5,1,1,1,4,0,1,1,1
"SLC26A6_LIVER","SLC26A6","LIVER",0,2,0,1,1,1,1,4,1,1
"SLC26A6_LUNG","SLC26A6","LUNG",0,7,0,1,1,3,1,3,1,2
"SLC26A6_MUSCLE","SLC26A6","MUSCLE",0,4,1,4,1,3,1,5,0,1
"SLC26A6_SKIN","SLC26A6","SKIN",0,1,1,2,1,6,1,4,2,1
"SLC26A6_SMALL","SLC26A6","SMALL",1,1,0,3,2,1,1,1,1,2
"SLC26A6_SPLEEN","SLC26A6","SPLEEN",1,1,0,6,1,1,2,1,1,1
"SLC26A6_WAT","SLC26A6","WAT",0,1,0,4,2,5,0,1,2,1
"SLC26A7_HEART","SLC26A7","HEART",0,1,0,1,1,0,0,1,0,1
"SLC26A7_KIDNEY-CORTEX","SLC26A7","KIDNEY-CORTEX",0,12,0,2,5,0,1,0,0,1
"SLC26A7_KIDNEY-MED","SLC26A7","KIDNEY-MED",0,1,1,1,NA,1,1,1,1,21
"SLC26A7_LARGE","SLC26A7","LARGE",1,1,1,1,1,12,1,1,1,1
"SLC26A7_LIVER","SLC26A7","LIVER",0,1,0,1,0,1,0,1,1,1
"SLC26A7_LUNG","SLC26A7","LUNG",0,14,0,1,0,2,0,0,1,1
"SLC26A7_MUSCLE","SLC26A7","MUSCLE",0,1,1,1,0,1,1,15,0,1
"SLC26A7_SKIN","SLC26A7","SKIN",0,1,0,1,0,6,0,1,0,1
"SLC26A7_SMALL","SLC26A7","SMALL",0,1,0,1,3,0,0,1,0,3
"SLC26A7_SPLEEN","SLC26A7","SPLEEN",0,1,0,1,1,1,2,1,0,1
"SLC26A7_WAT","SLC26A7","WAT",0,1,0,9,5,1,0,1,1,1
"SLC27A1_HEART","SLC27A1","HEART",2,2,1,2,1,4,1,1,4,1
"SLC27A1_KIDNEY-CORTEX","SLC27A1","KIDNEY-CORTEX",1,3,1,4,3,2,2,5,5,4
"SLC27A1_KIDNEY-MED","SLC27A1","KIDNEY-MED",0,1,1,1,NA,1,1,3,1,6
"SLC27A1_LARGE","SLC27A1","LARGE",1,2,1,1,1,3,1,1,1,1
"SLC27A1_LIVER","SLC27A1","LIVER",0,7,0,1,1,1,1,1,1,11
"SLC27A1_LUNG","SLC27A1","LUNG",0,5,1,1,1,4,1,2,5,1
"SLC27A1_MUSCLE","SLC27A1","MUSCLE",0,3,1,2,3,4,1,4,1,2
"SLC27A1_SKIN","SLC27A1","SKIN",0,1,1,3,1,4,1,4,5,2
"SLC27A1_SMALL","SLC27A1","SMALL",1,1,0,1,2,5,1,1,3,3
"SLC27A1_SPLEEN","SLC27A1","SPLEEN",1,1,0,9,1,1,1,1,1,2
"SLC27A1_WAT","SLC27A1","WAT",0,1,0,8,3,1,0,1,3,11
"SLC27A2_HEART","SLC27A2","HEART",0,1,0,1,1,2,1,1,0,1
"SLC27A2_KIDNEY-CORTEX","SLC27A2","KIDNEY-CORTEX",0,10,0,2,4,0,0,0,1,1
"SLC27A2_KIDNEY-MED","SLC27A2","KIDNEY-MED",0,1,1,1,NA,1,0,1,1,18
"SLC27A2_LARGE","SLC27A2","LARGE",1,2,1,1,1,10,0,3,1,1
"SLC27A2_LIVER","SLC27A2","LIVER",0,1,0,1,16,3,0,1,1,1
